순번,사업장명,인허가일자,영업상태명,소재지전화,소재지전체주소,도로명전체주소,도로명우편번호,업태구분명,위생업태명,업데이트
830,깃듦,2022-03-30,영업/정상,055 8088222,경상남도 거제시 거제면 동상리 611-1,"경상남도 거제시 거제면 동상명진길 1, 거제점빵(깃듦) 1층",53286,기타,기타
831,대쾌락,2022-03-31,영업/정상,055 6384177,경상남도 거제시 장평동 31-5,"경상남도 거제시 장평1로1길 21, 1층 (장평동)",53267,정종/대포집/소주방,정종/대포집/소주방
832,사삼육,2022-04-06,영업/정상,,경상남도 거제시 일운면 망치리 436,"경상남도 거제시 일운면 거제대로 1764, 1~2층",53329,기타,기타
833,달달포차,2022-04-08,영업/정상,,경상남도 거제시 옥포동 552-1,"경상남도 거제시 옥포로 163, 1층 (옥포동)",53233,정종/대포집/소주방,정종/대포집/소주방
834,버터앤컵(BUTTER AND CUP),2022-04-08,영업/정상,50713068229,경상남도 거제시 고현동 991,"경상남도 거제시 중곡1로 38, 1층 (고현동)",53249,기타,기타
835,맘스도시락,2022-04-13,영업/정상,055 635 5729,경상남도 거제시 양정동 936-32,"경상남도 거제시 제산로 28-1, 1층 102(일부)호 (양정동)",53235,김밥(도시락),김밥(도시락)
836,고기집입니다,2022-04-15,영업/정상,055 682 3500,경상남도 거제시 아주동 751-5 한솔빌딩,"경상남도 거제시 거제대로 3563, 한솔빌딩 1층 (아주동)",53301,식육(숯불구이),식육(숯불구이)
837,펀키브리즈(FUNKY BREEZE),2022-04-19,영업/정상,,경상남도 거제시 고현동 961-64,"경상남도 거제시 거제중앙로26길 8-1, 1층 (고현동)",53251,감성주점,감성주점
838,샌드489,2022-04-20,영업/정상,055 635 1960,경상남도 거제시 양정동 929-2,"경상남도 거제시 수양로 489, 1호동 1층 (양정동)",53236,기타,기타
839,삼구옛날통닭 거제점,2022-04-22,영업/정상,055 6368815,경상남도 거제시 장평동 710-1,"경상남도 거제시 장평3로5길 66, 1층 (장평동)",53269,호프/통닭,호프/통닭
840,대영식당,2022-04-25,영업/정상,055 682 3002,경상남도 거제시 아주동 1675-14,"경상남도 거제시 아주1로 105-12, 1층 (아주동)",53308,한식,한식
841,코끼리 분식,2022-04-26,영업/정상,055 950 0551,경상남도 거제시 고현동 988-10,"경상남도 거제시 중곡로 43, 1층 (고현동)",53245,분식,분식
842,고기만찬,2022-04-27,영업/정상,50714200338,경상남도 거제시 장평동 1200-4,"경상남도 거제시 장평1로 45, 1층 (장평동)",53267,식육(숯불구이),식육(숯불구이)
843,타코코,2022-04-27,영업/정상,50713577358,경상남도 거제시 아주동 1692-9,"경상남도 거제시 아주1로 16, 1층 (아주동)",53305,기타,기타
844,거제도 보배밥상,2022-05-02,영업/정상,055 950 0212,경상남도 거제시 고현동 871-2,"경상남도 거제시 서문로 19, 2층 (고현동)",53252,한식,한식
845,텐퍼센트커피 거제중곡점,2022-05-03,영업/정상,50702894954,경상남도 거제시 고현동 1014-7,"경상남도 거제시 중곡로3길 7, 1층 (고현동)",53249,기타,기타
846,속닥한 밥집,2022-05-04,영업/정상,055 635 4300,경상남도 거제시 상동동 476-9,"경상남도 거제시 거제중앙로3길 26, 1층 (상동동)",53287,한식,한식
847,누구나홀딱반한닭(거제상동점),2022-05-06,영업/정상,055 6335682,경상남도 거제시 상동동 209-1 주2동,"경상남도 거제시 상동5길 21-1, 주2동 1층 (상동동)",53294,호프/통닭,호프/통닭
848,맛나국밥,2022-05-09,영업/정상,,경상남도 거제시 문동동 756 거제 센트럴 푸르지오,"경상남도 거제시 문동1길 42, 301동 2층 202(일부)호 (문동동, 거제 센트럴 푸르지오)",53298,한식,한식
849,가마치통닭 수월점,2022-05-10,영업/정상,055 637 5292,경상남도 거제시 수월동 1045-4,"경상남도 거제시 해명로 25, 1층 (수월동)",53239,호프/통닭,호프/통닭
850,미재,2022-05-11,영업/정상,50713462069,경상남도 거제시 장평동 1195-27,"경상남도 거제시 장평1로 33, 1동 1층 (장평동)",53267,식육(숯불구이),식육(숯불구이)
851,비에이치씨(BHC) 거제고현점,2022-05-11,영업/정상,055 638 0550,경상남도 거제시 고현동 209-2,"경상남도 거제시 거제중앙로 1854, 1층 (고현동)",53255,호프/통닭,호프/통닭
852,피자나라치킨공주 둔덕점,2022-05-12,영업/정상,50713602572,경상남도 거제시 둔덕면 하둔리 447-1,"경상남도 거제시 둔덕면 하둔4길 1, 1층",53281,호프/통닭,호프/통닭
853,후라이드 참 잘하는집,2022-05-13,영업/정상,055 687 0907,경상남도 거제시 옥포동 1293-3,"경상남도 거제시 옥포로 244, 1층 (옥포동)",53219,호프/통닭,호프/통닭
854,(新)신깡통뒷고기 거제아주점,2022-05-17,영업/정상,055 681 9898,경상남도 거제시 아주동 1688-6,"경상남도 거제시 아주1로2길 29, 1층 (아주동)",53305,식육(숯불구이),식육(숯불구이)
855,"고기,원칙 거제점",2022-05-19,영업/정상,055 635 9922,경상남도 거제시 장평동 346-99 주건축물 제1동,"경상남도 거제시 장평1로12길 21, 주건축물 제1동 1층 (장평동)",53263,식육(숯불구이),식육(숯불구이)
856,서영묵은지찜,2022-05-23,영업/정상,,경상남도 거제시 장평동 1204 등대연립 101호,"경상남도 거제시 장평1로7길 24, 1층 101(일부)호 (장평동, 등대연립)",53267,한식,한식
857,삼삼초밥,2022-05-23,영업/정상,055 682 5222,경상남도 거제시 옥포동 532-20,"경상남도 거제시 옥포대첩로9길 1, 1층 (옥포동)",53222,일식,일식
858,거제우대갈비,2022-05-24,영업/정상,,경상남도 거제시 장평동 140,"경상남도 거제시 장평4로 61, 1층 (장평동)",53270,식육(숯불구이),식육(숯불구이)
859,옹심이 메밀칼국수,2022-05-27,영업/정상,055 636 0466,경상남도 거제시 연초면 송정리 655-2,"경상남도 거제시 연초면 송정이목로 10, 주1, 부1동 1층",53211,한식,한식
860,진빼이육,2022-05-31,영업/정상,055 6823378,경상남도 거제시 아주동 508-8,"경상남도 거제시 아주로1길 2, 1층 (아주동)",53304,횟집,횟집
861,거제일류돼지국밥,2022-06-02,영업/정상,055 6331777,경상남도 거제시 고현동 29-19,"경상남도 거제시 고현천로 36, 1층 (고현동)",53251,한식,한식
862,큰맘할매순대국 거제학동점,2022-06-08,영업/정상,055 6329333,경상남도 거제시 동부면 학동리 326-2,"경상남도 거제시 동부면 거제대로 920, 1층",53332,한식,한식
863,대구막창,2022-06-09,영업/정상,055 6332992,경상남도 거제시 고현동 993-8 101호,"경상남도 거제시 중곡1로2길 21, 1층 101호 (고현동)",53249,식육(숯불구이),식육(숯불구이)
864,아주 맛있는 돈,2022-06-09,영업/정상,055 6819297,경상남도 거제시 아주동 1690-10,"경상남도 거제시 아주1로 32, 1층 (아주동)",53305,식육(숯불구이),식육(숯불구이)
865,낙곱새끝판왕 거제고현점,2022-06-09,영업/정상,,경상남도 거제시 상동동 307 상동 청목 아델하임,"경상남도 거제시 고현천로 227, 401동 지1층 B101(일부)호 (상동동, 상동 청목 아델하임)",53289,한식,한식
866,호랑나비(Horangnabi),2022-06-09,영업/정상,,경상남도 거제시 아주동 1699-22,"경상남도 거제시 아주로 40-1, 1층 (아주동)",53305,기타,기타
867,만선호,2022-06-13,영업/정상,,경상남도 거제시 연초면 오비리 213-7,"경상남도 거제시 연초면 연하해안로 344, 1동 1층",53208,기타,기타
868,비요리,2022-06-13,영업/정상,,경상남도 거제시 옥포동 1911-4 미진비치타워,"경상남도 거제시 옥포로6길 38-3, 미진아파트 상가2호동 1층 102호 (옥포동)",53231,정종/대포집/소주방,정종/대포집/소주방
869,거산리조트,2022-06-13,영업/정상,,경상남도 거제시 장목면 외포리 1241,"경상남도 거제시 장목면 대계2길 10-18, 주1동 1층",53202,경양식,경양식
870,희다커피,2022-06-13,영업/정상,50713125967,경상남도 거제시 고현동 961-108 유신빌딩,"경상남도 거제시 거제중앙로25길 4, 유신빌딩 1층 103호 (고현동)",53253,기타,기타
871,파평옥 거제고현점,2022-06-13,영업/정상,50714261570,경상남도 거제시 고현동 972-8,"경상남도 거제시 거제중앙로31길 8, 1층 (고현동)",53252,한식,한식
872,와현막썰이,2022-06-17,영업/정상,,경상남도 거제시 일운면 와현리 381-4,"경상남도 거제시 일운면 와현해변길 8, 1층",53329,횟집,횟집
873,옥포캐슬,2022-06-21,영업/정상,,경상남도 거제시 옥포동 1298-1 진영에이스타운 상가A동 2(일부)호,"경상남도 거제시 진목로 19, 상가A동 1층 2(일부)호 (옥포동, 진영에이스타운)",53224,일식,일식
874,무튼주방,2022-06-22,영업/정상,,경상남도 거제시 양정동 279 거제아이파크 118동 303호,"경상남도 거제시 양정5길 36, 118(상가)동 3층 303호 (양정동, 거제아이파크1차)",53244,분식,분식
875,냉삼창고,2022-06-23,영업/정상,055 6810999,경상남도 거제시 장승포동 697-4,"경상남도 거제시 장승포로 36, 1층 (장승포동)",53320,식육(숯불구이),식육(숯불구이)
876,마중포차,2022-06-24,영업/정상,,경상남도 거제시 고현동 37-10,"경상남도 거제시 고현로 116, 2층 (고현동)",53255,정종/대포집/소주방,정종/대포집/소주방
877,해월,2022-06-24,영업/정상,,경상남도 거제시 장승포동 101-8 거제도비취호텔,"경상남도 거제시 장승포해안로 16, 거제도비취호텔 2층 (장승포동)",53319,일식,일식
878,삼성야채곱창,2022-06-24,영업/정상,055 633 7258,경상남도 거제시 장평동 346-77,"경상남도 거제시 장평1로14길 15, 1층 (장평동)",53263,기타,기타
879,수나로이,2022-06-24,영업/정상,50713919972,경상남도 거제시 거제면 명진리 636-1,"경상남도 거제시 거제면 동상명진길 119-1, 1층",53286,기타,기타
880,일구팔이(1982),2022-06-24,영업/정상,50713102133,경상남도 거제시 고현동 1008-6,"경상남도 거제시 중곡2로4길 26, 주건축물제1동 1층 (고현동)",53249,정종/대포집/소주방,정종/대포집/소주방
881,경양식 농소리,2022-06-27,영업/정상,,경상남도 거제시 거제면 남동리 29-24,"경상남도 거제시 거제면 거제남서로 3425, 주1동 1층",53286,경양식,경양식
882,옥희엄마손맛,2022-06-28,영업/정상,055 633 9696,경상남도 거제시 고현동 961-211,"경상남도 거제시 고현로11길 12, 1층 (고현동)",53251,한식,한식
883,행운밥상,2022-06-28,영업/정상,,경상남도 거제시 상동동 943-32 2동,"경상남도 거제시 계룡로5길 11, 2동 1층 (상동동)",53290,한식,한식
884,어게인브런치&샐러드(Again Brunch&Salad),2022-07-01,영업/정상,,경상남도 거제시 고현동 197-2,"경상남도 거제시 동문천로 35, 1층 (고현동)",53256,분식,분식
885,코인(호프),2022-07-01,영업/정상,,경상남도 거제시 연초면 죽토리 1104-15,"경상남도 거제시 연초면 거제북로 40-1, 3층",53212,정종/대포집/소주방,정종/대포집/소주방
886,하청충무김밥,2022-07-04,영업/정상,,경상남도 거제시 하청면 하청리 1213,"경상남도 거제시 하청면 연하해안로 1614, 2동 1층",53204,분식,분식
887,거제회관 회센터,2022-07-04,영업/정상,055 6355530,경상남도 거제시 상동동 166-6,"경상남도 거제시 거제중앙로 1645, 1층 (상동동)",53294,일식,일식
888,소신,2022-07-07,영업/정상,50713350215,경상남도 거제시 고현동 1010-17,"경상남도 거제시 중곡로1길 28-3, 1층 (고현동)",53249,식육(숯불구이),식육(숯불구이)
889,피크닉바람,2022-07-12,영업/정상,,경상남도 거제시 남부면 갈곶리 243,"경상남도 거제시 남부면 도장포2길 20-26, 2층",53334,분식,분식
890,본죽앤비빔밥(상동점),2022-07-12,영업/정상,055 637 1588,경상남도 거제시 상동동 216-1,"경상남도 거제시 상동5길 12, 1층 (상동동)",53294,한식,한식
891,항아리해물칼국수,2022-07-13,영업/정상,055 633 9994,경상남도 거제시 장승포동 697-1,"경상남도 거제시 장승포로 30, 1층 (장승포동)",53320,분식,분식
892,일품물회,2022-07-14,영업/정상,055 6381110,경상남도 거제시 장평동 377-11,"경상남도 거제시 장평로8길 6, 1층 (장평동)",53265,일식,일식
893,윤식당,2022-07-14,영업/정상,50713416035,경상남도 거제시 남부면 저구리 496,"경상남도 거제시 남부면 근포1길 45, 주1동 1층",53333,한식,한식
894,아주르커피(AJOUR coffee),2022-07-15,영업/정상,50713668596,경상남도 거제시 아주동 1677-22,"경상남도 거제시 아주1로 100, 1동 1층 (아주동)",53308,기타,기타
895,소코매코,2022-07-18,영업/정상,,경상남도 거제시 장평동 1195-77,"경상남도 거제시 장평1로7길 35, 1층 (장평동)",53267,정종/대포집/소주방,정종/대포집/소주방
896,마음은바다회,2022-07-19,영업/정상,055 636 2002,경상남도 거제시 일운면 와현리 591-8 SUN MIND 펜션,"경상남도 거제시 일운면 와현해변길 28, 1층",53329,횟집,횟집
897,노네임(No Name),2022-07-19,영업/정상,,경상남도 거제시 옥포동 546-18,"경상남도 거제시 옥포대첩로2길 36, 1층 (옥포동)",53228,정종/대포집/소주방,정종/대포집/소주방
898,육전육회,2022-07-21,영업/정상,055 687 6061,경상남도 거제시 옥포동 516-3,"경상남도 거제시 거제대로 3806, 1층 (옥포동)",53223,식육(숯불구이),식육(숯불구이)
899,일공공샤브 거제아주점,2022-07-21,영업/정상,055 681 6248,경상남도 거제시 아주동 1688-14,"경상남도 거제시 아주1로 46, 1층 (아주동)",53305,한식,한식
900,거제수임이네식당,2022-07-26,영업/정상,055 682 1120,경상남도 거제시 장승포동 548-17,"경상남도 거제시 장승로 84-2, 1층 (장승포동)",53323,한식,한식
901,금실황칠오리백숙전문점,2022-07-27,영업/정상,,경상남도 거제시 옥포동 1973,"경상남도 거제시 옥포로4길 5, 2층 (옥포동)",53231,한식,한식
902,2학년8반,2022-07-27,영업/정상,50714127606,경상남도 거제시 고현동 1014,"경상남도 거제시 중곡로3길 11, 1층 (고현동)",53249,분식,분식
903,명가김밥,2022-07-29,영업/정상,055 681 8342,경상남도 거제시 옥포동 654,"경상남도 거제시 옥포성안로4길 5, 1층 (옥포동)",53230,정종/대포집/소주방,정종/대포집/소주방
904,명가추어탕,2022-08-01,영업/정상,055 633 8780,경상남도 거제시 고현동 1034-19,"경상남도 거제시 거제중앙로5길 16-1, 1층 (고현동)",53258,한식,한식
905,"고기가,온",2022-08-03,영업/정상,,경상남도 거제시 거제면 동상리 36,"경상남도 거제시 거제면 동상명진길 89-3, 주1~주9동 1층",53286,식육(숯불구이),식육(숯불구이)
